"transcriber","alignment"
"Pub","D3D3D3D3D3D3D3D3b2b2b2b2D3F2F2F2F2F2D3b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2"
"madmom","D3e3D3E3B2G3e3C3b2b2B2b2B2------------b2b2b2B2b2--------------------------------------------"
