"transcriber","alignment"
"A","D4A3D4A3d3E3A3E3A3D4--E3D4A3E3D3--E3C3"
"tony (frame)","A2D3D4A3e3D3A2C2D2e3A2E3A2C4e4b2A2E3D3"
