"transcriber","alignment"
"A","a4g4F4a4b4a4g4F4g4F4e4d4F4g4a4e4E4F4C4g4a4g4F4"
"tony (frame)","a2a3g3F3a3g3F3g2F2g3a2F3d2d3g3a3g4F4e4d3d4----"
