"transcriber","alignment"
"A","--g4d4--g4d4g4d4g4d4g4d4--g4--d4g4d4----------"
"tony (note)","C3g4D4B2g4D4B2F4D4B2C3D4F4g4F4d4B2F4D4B2D2B2D4"
