"transcriber","alignment"
"C","b3B3C4D4b3C4b3D4b3D4b3C4D4b3C4b3C4D4b3D4b3D4b3C4b3D4"
"stf","------D4b3e4b3D4b3D4b3C4--b3C4d4B3--b3D4------------"
