"transcriber","alignment"
"Pub","b3D4b3C4b3D4--b3D4b3D4b3C4b3D4--b3D4--b3--D4b3C4b3G3C4"
"oaf","d4D4b3A3b3A3d4b3A3B3D4A3B3b3C4B3b3D4B3b3d4D4b3C4B3----"
