"transcriber","alignment"
"C","--B3b3a3b3a3G3b3a3b3a3G3E3e3d3e3E3a3G3--E3e3"
"stf","b3B3b3a3b3a3G3b3a3----G3E3--d3e3E3a3G3e3E3e3"
