"transcriber","alignment"
"B","D3A2g2A2g2A2E2g2E2D2A2g2A2E2g2E2D2A2g2D3A2g2A2g2A2E2g2E2D2A2g2A2E2g2E2D2"
"ss-pnn","D3b2--A2a2----g2a2--A2G2A2d3------A2g2--A2g2A2--------------------------"
