"transcriber","alignment"
"Cons","e5d5--B4A4B4F4A4G4D4G4--D5d5B4e5d5g4e5d5B4a4B4"
"spice","e5d5C5B4A4B4F4g4D4g4G4g4D5d5B4e5d5g4D5d5b4a4--"
