"transcriber","alignment"
"B","d4C4b3--d4C4b3C4d4C4d4b3d4b3g3b3d4C4b3C4d4C4b3"
"tony (frame)","d4C4d4g2d4C4g2C4d4B3d3--d4C4d4C4d4G3d4g2d4B3--"
