"transcriber","alignment"
"Cons","--b2D3b2--D3F3D3F3--D3----F3D3--b2--D3F3D3F3----D3--F3b2--"
"oaf","a2b2A2b2d3D3e3D3A2b2D3E3C3F3D3d3b2d3D3d3D3d3E3e3D3E3F3D3a2"
