"transcriber","alignment"
"C","D3A2g2A2g2A2E2g2E2D2A2g2A2E2g2E2D2A2g2D3A2g2A2g2A2E2g2E2D2A2g2A2E2g2E2D2"
"ad-nnmf","D3----------------------------------------------------------------------"
