"transcriber","alignment"
"Pub","a3------b3C4b3C4b3--a3--b3C4b3a3a4a3b3C4b3C4b3a3b3C4b3--------"
"tony (note)","A2B2A2b2b3B3b3C4b3G3a3B3b3C4b3a3F3a3b3B3A3--b3B3b3C4b3A3G3a3B3"
