"transcriber","alignment"
"C","D3A2g2A2g2A2E2g2E2D2A2g2A2E2g2E2D2A2g2D3A2g2A2g2A2E2g2E2D2A2g2A2E2g2E2D2"
"stf","D3b2--A2a2A2b2A2a2b2A2b2A2b2a2b2------D3A2d3A2b2a2b2E3F2d3--------------"
