"transcriber","alignment"
"Cons","e4G4--b4a4G4F4e4C5b4a4G4F4G4F4e4C4b3e4G4F4a4G4b3e4G4F4b4a4F4e4"
"crepe","e4e3a4b4a4G4----C5--a4G4------e4--b3e4G4F4--G4b3e4g4----a4--e4"
