"transcriber","alignment"
"B","d4C4b3d4C4b3C4d4C4d4b3d4b3g3b3d4C4b3C4d4C4b3"
"tony (note)","D4C4--d4C4g2C4d4B3d4C4d4C4d4G3d4G2g2--d4B3--"
