"transcriber","alignment"
"Cons","E4B3E4a4g4E4a4g4E4B3E4g4E4d4B3E4a4g4E4B3E4g4E4d4B3E4a4g4E4B3e4d4B3e4d4B3e4d4B3e4d4B3"
"oaf","e4D4g4e4F4E4e4b3e4g4e4b3e4--B3b3e4--E4e4b3D4C4--B3D4C4----B3--d4C4----B3--d4C4----B3"
