"transcriber","alignment"
"Cons","b3D4b3C4b3D4--b3--D4b3D4b3C4b3D4b3D4b3D4b3C4b3D4"
"tony (frame)","--D4b3A3b3D4B3b3A3D4b3D4b3B3b3D4B3--b3D4--C4B3d4"
