"transcriber","alignment"
"C","b2D3b2D3F3D3--F3D3F3D3b2D3F3--D3--F3D3F3D3F3b2"
"crepe","d3D3e3A2b2E3C3F3D3d3D3d3D3d3E3D3E3F3E3F3D3A2--"
