"transcriber","alignment"
"Cons","--e4--G4b4a4G4F4e4C5b4a4G4F4G4F4e4C4b3e4G4F4a4G4b3e4G4F4b4a4F4e4"
"stf","b3e4b3G4b3a4b3----C5b4b3e4b3e4b3e4F4b3G4b3e4b3e4b3e4b3G4b3D4b3--"
