"transcriber","alignment"
"C","G4C4E4D4C4G3C4G4C4E4D4C4G3C4G4C4E4D4C4G3C4G4C4G3"
"melodia","C5G4C5D5C5G4g4g5C4e4d4C5B4g4C5g5D5d5B4C5a4G4----"
