"transcriber","alignment"
"Pub","F3E3D3A3D3A3D3C3A2b2D3g3A3D4A3D4A3g3A3g3E3D3g3A3D3F3E3D3F3D3B2A2"
"madmom","b3g3F3----------A2----g3b3D4e4b3G3F3----E3E4A2----F3----------A2"
