"transcriber","alignment"
"Cons","B2a3E3--d3e3g3e3d3B2E3a3g3E3g3--d3--e3g3B2E3"
"ss-pnn","--a3E3C3d3e3g3D3--B2E3--g3E3d3C3d3D3e3D3g3E3"
