"transcriber","alignment"
"B","e4d4e4d4B3b3a3g3b3a3b3B3b3a3e4d4B3b3a3g3d4e4d4e4d4B3b3a3g3b3a3b3B3"
"spice","e4D4--d4--b3a3g3b3a3b3B3b3a3D4d4--b3a3g3D4e4D4--d4--b3F3--b3a3b3--"
