"transcriber","alignment"
"C","b3B3b3d4b3a3b3B3b3d4b3a3a4a3b3B3b3d4b3a3b3B3b3"
"ss-pnn","--B3b3----a3b3B3b3a3A3b3B3--b3B3b3C4b3G3a3B3--"
