"transcriber","alignment"
"Pub","G3F3--A3--G3F3G3--A3b3A3G3F3--------C4--G3b3"
"spice","G3F3b3A3a3G3F3G3b3A3B3A3G3F3g3F3g3d4C4b3G3b3"
