"transcriber","alignment"
"Cons","b2--D3b2D3F3D3F3D3F3D3b2D3F3D3F3D3F3b2"
"madmom","b2d3D3e3D3e3E3F3D3d3D3d3D3e3D3e3E3F3D3"
