"transcriber","alignment"
"Cons","b2D3b2D3F3D3F3D3F3D3b2D3F3D3----F3D3F3b2--"
"tony (note)","a2b2d3D3A2D3E3D3F3D3b2D3E3D3e3E3F3D3E3D3A2"
