"transcriber","alignment"
"C","D3A2g2A2g2A2E2g2E2D2A2g2A2E2g2E2D2A2g2D3A2g2A2g2A2E2g2E2D2A2g2A2E2g2E2D2"
"madmom","b2A2a2F2--A2a2d2----A2b2------------------------------------------------"
