"transcriber","alignment"
"B","e4G4--b4a4G4F4e4C5a4G4F4e4C4b3e4G4F4b4a4F4----e4"
"crepe","e4e3a4b4a4G4----C5a4G4--e4--b3e4G4F4G4b3e4g4a4e4"
