"transcriber","alignment"
"Cons","b3D4b3C4b3D4b3D4b3D4b3C4b3D4b3D4b3D4b3C4b3D4"
"ss-pnn","--D4b3B3b3B3b3D4b3D4--C4b3d4B3D4B3D4B3C4B3--"
