"transcriber","alignment"
"Cons","e4G4b4a4G4F4e4C5b4a4G4F4G4F4e4C4b3e4G4F4a4G4b3e4G4F4b4a4F4e4"
"melodia","e4a4b4a4G4--e4C5b4a4G4F4----e4--------F4a4G4b3e4g4--b4a4F4e4"
