"transcriber","alignment"
"B","A3F3e4D4F3e3D3b3A3D3e3D3G3F3C3A2F3A3d4B3A3d4A3F3b3A3F3E3D3b3A3F3E3D3G3F3C3A2"
"ad-nnmf","D3E4--------D3E3--D3e3E4D3E4----------------------------D3E4------D3E4------"
