"transcriber","alignment"
"Cons","--b3D4F4b4------------------------g4--------a4--b4----g4--e4--d4b3----a3d4b3--a3--"
"madmom","A4b3A3b3b4b3b4b3A3A4A3d4C4F4A4a4G4g4F4g4F4g4a4B4b4a4F4g4F4e4D4d4b3A3A4a3C4A3a4a3a4"
