"transcriber","alignment"
"A","F2--------b2D3b2--D3F3D3F3----D3b2D3----F3D3F3D3b2"
"melodia","a3b3d4D4A2b2D3E3C3D3F3D3e3b3d3D3d3D3d3E3F3E3F3D3--"
