"transcriber","alignment"
"B","C4b3a3C4e4b3C4b3a3b3C4b3C4e4C4b3a3C4e4C4b3a3b3e4G3e4d4"
"stf","C4B3--C4--b3----a3b3C4a3------b3B3--------a3b3--------"
