"transcriber","alignment"
"C","b2--D3----b2D3F3D3F3D3F3--D3b2--D3F3D3F3--D3--F3D3F3b2--"
"tony (frame)","b2d3D3e3A2b2D3E3d3F3D3e3d3D3b2d3D3d3D3d3E3D3E3F3E3F3D3A2"
