"transcriber","alignment"
"A","D3--A2g2A2g2A2E2D2A2g2A2E2A2g2D3A2g2A2g2A2E2D2A2g2A2E2D2"
"stf","D3b2A2a2A2b2A2a2b2A2b2A2b2a2b2D3A2d3A2b2a2b2E3F2d3------"
