"transcriber","alignment"
"A","a3C4d4e4F4e4F4e4F4e4D4d4C4d4e4F4e4F4e4d4C4d4e4F4d4e4F4d4e4F4e4d4B3d4"
"madmom","----d4E4--e4E4e4E4e4----C4d4E4--e4E4e4--------------------------B3d4"
