"transcriber","alignment"
"B","----b3--------D4--F4b4g4--a4b4g4e4d4b3a3d4b3--a3"
"stf","a3A3b3A3b3A3d4D4E4F4a4g4G4a4b4A4F4F3d4a3G3b3C4a3"
