"transcriber","alignment"
"A","a3C4d4e4F4e4F4e4F4e4D4d4C4d4e4F4e4F4e4d4C4d4e4F4d4e4F4d4--e4F4e4d4B3d4"
"stf","----d4E4F4E4F4--------d4C4d4D4E4g4E4e4D4E4--e4--d4e4E4g4E4e4E4e4C4--d4"
