"transcriber","alignment"
"Cons","b3D4b3C4b3D4b3D4--b3----D4--b3C4b3D4b3D4--b3--D4b3C4b3--D4"
"tony (note)","--D4b3C4b3e4B3A3d4b3B3d4D4B3b3g3C4B3g3D4B3b3e4D4B3d4B3G3D4"
