"transcriber","alignment"
"A","----b3C4b3C4b3a3b3C4b3C4b3a3C5a3------b3C4b3C4b3a3b3C4--"
"crepe","A3B3b3B3b3C4b3a3b3B3b3C4b3a3G3a3A3B3A3b3B3b3C4b3A3G3a3B3"
