"transcriber","alignment"
"A","--B3b3a3G3b3a3G3b3a3b3a3G3F3e3d3e3A3a3E3e3E3e3"
"melodia","b3B3b3a3--b3a3G3b3a4--a3G3B4a4b4B4a4e5D5E5e5--"
