"transcriber","alignment"
"C","D3A2g2A2g2A2E2g2E2D2A2g2A2E2g2E2D2A2g2D3A2g2A2g2A2E2g2E2D2A2g2A2E2g2E2D2"
"melodia","D3b3A3A2g3a3F2a2E3A3g3a3e3E3F3F2d3A2d3--A2g2a2E3F3d3A3g3A3d3E3C4d3------"
