"transcriber","alignment"
"C","D3e3D3e3D3F3b2D3b2F2D3e3D3e3D3e3D3e3D3e3D3b2D3b2C3b2C3b2C3b2"
"tony (frame)","D3e3D3------b2D3A2------------------------b2B2b2------------"
