"transcriber","alignment"
"C","b2D3b2D3F3D3F3D3F3D3b2--D3F3D3F3D3F3D3F3b2"
"ss-pnn","b2d3--D3A2D3E3--F3D3b2d3D3d3D3F3D3F3E3F3D3"
