"transcriber","alignment"
"A","D3A2A2A2A2g2A2g2A2E2E2E2E2D2A2g2A2E2E2E2E2--A2g2D3A2A2A2A2g2A2g2A2E2E2E2E2D2A2g2A2E2E2E2E2D2"
"B","D3A2A2A2A2g2A2g2A2E2E2g2E2D2A2g2A2E2E2g2E2D2A2g2D3A2A2A2A2g2A2g2A2E2E2g2E2D2A2g2A2E2E2g2E2D2"
"C","D3A2A2A2A2g2A2g2A2E2E2g2E2D2A2g2A2E2E2g2E2D2A2g2D3A2A2A2A2g2A2g2A2E2E2g2E2D2A2g2A2E2E2g2E2D2"
