"transcriber","alignment"
"A","b3b3b3G3F3e3e3G3e3F3e3e3G3b2C3b2b2b2b3b3e4e4e4b3e4b3b3b3G3b3G3F3e3e3G3e3--F3e3--e3G3b2C3b2b2"
"Pub","g3F3e3e3b3e3e3e3e3b3e3d3--b2B2B2e3G3b3b3e4e4e4b3e4b3b3b3G3b3G3F3e3G3b3e3g3F3e3g3e3C3b2b2b2b2"
