"transcriber","alignment"
"Cons","e4e4G4b4b4b4a4G4F4e4C5C5b4a4G4F4G4F4e4C4b3b3e4e4G4F4F4a4G4G4G4b3e4e4G4F4b4a4F4e4--"
"C","e4e4G4b4b4b4a4G4F4e4C5C5b4a4G4--G4F4e4C4b3b3e4e4G4F4F4a4G4G4G4b3e4e4G4F4b4a4F4e4e4"
