"transcriber","alignment"
"Cons","b2b2b2D3D3D3D3b2D3F3D3F3F3F3D3F3D3b2D3D3D3D3F3D3F3F3F3D3F3b2"
"C","b2b2b2D3D3D3D3b2D3F3D3F3F3F3D3F3D3b2D3D3F3D3F3F3F3D3F3D3F3b2"
