"transcriber","alignment"
"B","g4g4g4g4----E4d4g4g4g4g4--E4d4g4g4g4g4--E4d4g4g4g4g4g4----E4d4g4g4g4g4g4g4----E4d4g4g4g4g4g4g4g4E4d4g4g4g4g4------E4d4"
"Pub","g4g4g4g4g4g4E4d4g4g4g4g4g4E4d4g4g4g4g4g4E4d4g4g4g4g4g4g4g4E4d4g4g4g4g4g4g4g4g4E4d4g4g4g4g4g4g4g4E4d4g4g4g4g4g4g4g4E4d4"
