"transcriber","alignment"
"Cons","b3C4b3D4b3--a3--b3C4b3D4b3--a3a4--a3b3C4b3D4b3--a3--b3C4b3"
"A","b3C4b3C4b3b3a3a3b3C4b3C4b3b3a3a3C5a3b3C4b3C4b3b3a3a3b3C4--"
