"transcriber","alignment"
"B","b2b2b2D3D3D3D3b2D3F3D3F3F3F3D3F3F3F3b2D3D3D3D3D3F3D3F3F3F3D3F3b2"
"C","b2b2b2D3D3D3D3b2D3F3D3F3F3F3D3F3D3--b2D3D3F3D3F3F3--F3D3F3D3F3b2"
