"transcriber","alignment"
"B","b3B3d4d4d4B3b3b3a3b3d4B3b3B3d4B3b3B3b3B3d4d4d4B3B3b3B3--d4B3b3B3d4B3b3B3b3B3d4d4d4B3b3b3a3b3"
"C","B3C4C4d4e4B3d4B3B3e4e4B3B3e4e4B3--B3--B3d4d4d4e4B3d4B3B3d4e4B3B3e4e4B3B3e4e4e4e4e4B3d4B3B3e4"
