"transcriber","alignment"
"A","D5C5C5b4b4a4b4E4a4F4F4d4F4g4g4d5d5d5B4e5d5g4d5d5B4a4B4"
"C","e5d5d5B4A4B4g4A4G4E4G4G4D5----d5----B4e5d5g4e5d5B4a4B4"
